   3.581    4.471
   3.959   12.392
   1.708    1.278
   1.710   -2.086
   0.913    4.379
   0.292    6.262
   1.357    3.984
   2.026   -2.825
   1.279    0.406
   2.615   -1.998
   1.619    0.145
   2.216   -4.873
   3.043   -1.074
   0.992    4.689
   0.416    8.054
   1.633   -0.232
   3.695    7.258
   1.003    2.327
   4.561   22.295
   1.850   -0.842
   0.854    6.526
   3.601    4.050
   4.722   28.641
   2.390   -6.437
   0.986    8.473
   1.627    1.010
   2.608   -3.789
   2.550   -2.852
   3.649    6.234
   0.968    1.658
   1.291    1.140
   4.424   18.335
   2.665   -3.117
   4.327   19.500
   1.292    1.962
   2.535   -2.846
   1.940   -6.023
   2.012   -2.928
   0.381    4.542
   4.746   26.209
   4.507   21.520
   2.066   -6.061
   4.438   25.437
   1.418   -2.178
   3.271    0.933
   4.255   19.857
   2.672   -1.847
   2.879   -4.111
   1.170    1.898
   3.856   11.790
   3.358    2.371
   3.347    2.143
   1.854   -3.416
   0.230    5.240
   3.756   11.089
   0.059    0.154
   1.773   -3.072
   4.486   19.594
   2.106   -0.957
   4.407   15.903
   3.874    9.905
   4.368   22.381
   4.037   17.235
   1.984   -2.870
   1.213   -0.259
   0.355    2.907
   4.606   22.370
   2.659   -4.414
   4.156   14.884
   3.231   -0.994
   2.319   -2.958
   3.586    3.036
   2.597   -1.063
   4.042   14.054
   3.079   -1.302
   4.159   17.118
   1.574   -0.383
   3.271    2.337
   0.241    3.433
   3.446    4.227
   1.638   -3.326
   3.436    2.300
   1.076    4.566
   3.801    6.829
   1.418    0.303
   1.741   -5.434
   2.068   -4.582
   0.071    3.032
   3.477    0.977
   3.903   11.257
   0.556    8.851
   2.395   -5.406
   1.336    0.433
   3.807   10.930
   2.608   -7.471
   3.525    6.021
   3.868   13.497
   1.555    1.208
   0.056   -0.288
   3.837   12.812
   4.225   15.998
   3.216   -1.244
   0.636    4.096
   1.214    1.811
   3.209   -0.619
   2.478   -6.460
   2.023   -4.051
   1.050    3.059
   4.129   15.358
   2.645   -3.328
   1.013    7.468
   0.658    7.844
   3.543    6.427
   3.732   10.933
   2.839   -3.421
   2.467   -0.696
   4.448   23.343
   1.198    4.459
   0.882    3.388
   0.546    4.953
   0.659    4.700
   3.331    1.712
   3.031   -1.654
   4.210   18.443
   1.252    4.684
   0.486    5.797
   2.734   -4.122
   1.552    0.623
   2.901   -4.382
   4.335   15.073
   3.609    5.859
   1.335    4.253
   1.353    0.552
   4.084   14.097
   4.099   17.212
   3.402    2.087
   2.990    0.044
   2.320   -4.470
   3.034    3.967
   1.753    0.464
   1.110    7.706
   0.813    6.428
   2.270   -5.525
   1.575    1.864
   2.536   -5.892
   1.987    0.154
   1.608    3.654
   3.043    0.810
   0.915    5.782
   4.181   18.358
   0.429    7.046
   2.817   -0.083
   0.293    6.280
   0.519    5.268
   2.779   -3.366
   0.499    6.743
   2.122   -1.334
   2.618   -0.967
   0.956    5.793
   3.636   10.871
   2.542   -1.291
   3.770    5.532
   1.417    1.171
   4.469   22.750
   2.082    1.022
   0.986    4.488
   2.786   -3.382
   1.457    3.926
   0.585    6.648
   4.410   23.910
   1.092    4.270
   3.552    8.767
   0.480    5.369
   3.508   -1.524
   2.837   -0.346
   1.701    2.042
   1.571   -1.340
   3.844   11.766
   0.768    6.031
   2.472   -1.346
   4.541   19.964
   4.778   28.716
   0.954    5.360
   4.737   28.936
   3.913   12.426
   4.533   25.067
   0.243    4.936
   2.636   -5.907
   3.637    6.463
   1.488    2.389
   3.417    3.397
   4.358   23.758
   3.219   -1.147
   0.291    6.266
   1.044    5.267
   2.231   -4.649
   1.728   -2.561
   0.558    3.541
   2.224   -3.226
   0.891    6.406
   1.782   -1.732
   2.876   -4.897
   4.466   23.184
   1.137    3.319
   0.939    7.859
   0.750    7.302
   2.755   -3.020
   0.841    6.011
   0.351    7.848
   1.681    0.999
   4.444   18.993
   4.295   15.568
   2.517   -3.143
   2.502   -4.869
   3.513    2.336
   2.612   -5.318
   0.598    6.782
   4.622   27.393
   0.141    1.841
   4.565   27.366
   4.425   23.199
   3.648    4.660
   2.345   -2.388
   0.040    1.923
   2.519   -4.972
   3.051   -4.608
   2.986    1.143
   3.774    6.881
   2.916   -5.021
   1.562    0.659
   4.457   22.301
   2.696   -3.319
   4.621   26.274
   2.314   -1.659
   0.603    7.709
   0.116    3.428
   3.474    8.015
   2.656   -5.774
   1.949   -1.262
   4.059   14.334
   0.608    5.533
   2.799   -3.808
   0.142    2.861
   1.711   -0.724
   2.293   -3.940
   0.061    3.696
   0.928    7.670
   4.034   12.134
   3.624    6.488
   4.424   17.996
   2.213   -3.568
   1.365    2.500
   1.972   -4.648
   1.024    4.465
   0.199    4.205
   2.285   -4.097
   2.611   -5.616
   0.921    4.237
   3.261    0.657
   2.491   -7.615
   4.359   20.903
   0.713    5.072
   1.702    0.151
   2.386   -5.484
   0.353    8.905
   4.401   21.719
   3.712    7.997
   1.650   -0.912
   0.031   -0.157
   3.123   -2.797
   4.171   15.360
   2.231   -5.225
   2.119   -6.771
   1.561   -0.228
   2.114   -3.888
   3.380    3.645
   1.204    0.514
   2.458   -3.744
   0.959    3.676
   0.815    5.936
   0.857    5.744
   0.839    4.951
   3.470    2.938
   4.532   24.609
   2.110   -4.269
   4.644   27.428
   0.700    4.685
   3.190   -0.892
   1.617   -1.072
   0.353    1.811
   4.679   24.270
   3.882    9.849
   0.407    5.475
   2.517   -4.243
   0.212    2.990
   1.737    0.933
   0.242    1.811
   2.832   -3.001
   1.868   -1.489
   2.683   -1.604
   4.181   19.255
   0.579    6.549
   0.597    8.105
   1.668   -0.588
   1.003    4.619
   2.664   -8.347
   3.096   -3.865
   3.415    1.296
   2.951   -3.724
   0.888   10.725
   2.871   -2.495
   2.869   -2.358
   1.399    0.024
   0.478    1.245
   2.107   -5.028
   4.649   24.249
   2.391   -3.451
   2.145   -4.611
   2.264   -6.978
   2.607   -5.050
   3.554    3.536
   2.981   -4.099
   0.911    6.673
   4.326   20.598
   0.815    4.554
   2.885   -3.865
   4.247   17.142
   1.123    3.085
   0.607    5.740
   0.694    6.334
   0.464    4.096
   1.531    0.253
   1.878   -2.582
   4.119   15.803
   2.937   -5.713
   1.159    0.425
   0.339    4.936
   3.108    0.208
   0.356    5.112
   4.626   25.223
   3.927   13.512
   0.429    6.440
   1.603    0.200
   3.684    9.847
   3.575    5.682
   2.281   -3.084
   0.524    5.269
   4.338   23.483
   1.306    3.027
   1.435    0.181
   0.282    7.856
   2.108   -0.319
   0.623    8.078
   4.753   26.173
   1.250    3.198
   2.352   -3.931
   1.530    2.116
   0.866    8.254
   1.179    3.219
   2.986   -0.007
   2.618   -5.478
   1.476    0.741
   4.321   21.650
   4.099   15.070
   2.272   -1.561
   4.669   23.506
   0.781    4.284
   3.512    3.672
   0.621    6.805
   2.824   -5.528
   0.071    2.045
   2.957   -2.092
   4.439   26.108
   1.454   -1.155
   1.668   -2.911
   2.380   -2.006
   2.159   -2.290
   2.988   -4.167
   2.483   -3.459
   4.474   23.681
   0.548    5.936
   1.742    0.623
   3.956   11.640
   4.658   25.730
   3.251   -0.865
   2.110   -2.384
   1.993   -3.729
   4.226   13.708
   0.960    6.680
   3.825    6.382
   1.817    1.597
   2.495   -3.431
   4.549   21.503
   0.345    6.815
   3.760    8.085
   1.323    2.760
   3.433    4.025
   4.068   14.632
   3.555    5.410
   1.344   -0.622
   0.095    3.953
   1.968   -0.464
   4.580   27.063
   1.850   -4.210
   1.200    4.589
   2.739   -6.382
   1.426    2.600
   1.658   -2.938
   0.008    0.923
   2.238   -8.387
   2.836   -4.868
   2.104   -1.080
   0.616    6.455
   4.311   15.710
   1.288   -0.796
   4.097   14.790
   3.601    8.783
   3.658    9.097
   0.818    6.332
   0.835    6.482
   1.708    0.081
   2.160   -3.883
   2.410   -4.704
   1.508    3.924
   1.139    6.864
   2.046   -1.189
   4.540   24.293
   4.761   25.567
   0.191    1.237
   0.828    2.449
