record_id,month,day,year,site_id,species_id,sex,hindfoot_length,weight
33321,1,12,2002,1,DM,M,38.0,44.0
33322,1,12,2002,1,DO,M,37.0,58.0
33323,1,12,2002,1,PB,M,28.0,45.0
33325,1,12,2002,1,DO,M,35.0,29.0
33326,1,12,2002,2,OT,F,20.0,26.0
33327,1,12,2002,2,OT,M,20.0,24.0
33328,1,12,2002,2,OT,F,21.0,22.0
33329,1,12,2002,2,DM,M,37.0,47.0
33330,1,12,2002,2,DO,M,35.0,51.0
33331,1,12,2002,2,PE,F,21.0,23.0
33332,1,12,2002,2,OT,F,20.0,18.0
33333,1,12,2002,2,OT,M,20.0,25.0
33334,1,12,2002,2,OT,F,20.0,22.0
33335,1,12,2002,2,DO,F,36.0,46.0
33336,1,12,2002,2,DM,F,35.0,45.0
33337,1,12,2002,2,PB,M,28.0,47.0
33338,1,12,2002,2,PB,F,26.0,30.0
33340,1,12,2002,12,DO,M,34.0,24.0
33341,1,12,2002,12,PE,F,20.0,15.0
33342,1,12,2002,12,DO,F,36.0,26.0
33343,1,12,2002,12,DO,F,37.0,47.0
33344,1,12,2002,12,DM,M,36.0,40.0
33345,1,12,2002,12,DO,M,37.0,55.0
33346,1,12,2002,12,PE,M,21.0,23.0
33347,1,12,2002,12,DM,F,37.0,45.0
33348,1,12,2002,19,PB,M,29.0,51.0
33349,1,12,2002,19,PB,M,27.0,46.0
33350,1,12,2002,19,PP,F,20.0,13.0
33351,1,12,2002,19,PB,F,27.0,30.0
33352,1,12,2002,19,PE,F,20.0,17.0
33353,1,12,2002,19,OT,F,22.0,24.0
33354,1,12,2002,19,OT,M,21.0,22.0
33355,1,12,2002,19,PB,F,27.0,30.0
33356,1,12,2002,19,PB,M,26.0,28.0
33358,1,12,2002,18,PB,F,26.0,28.0
33359,1,12,2002,18,PB,M,27.0,32.0
33360,1,12,2002,18,PB,M,28.0,44.0
33361,1,12,2002,18,PB,F,26.0,26.0
33362,1,12,2002,18,PB,F,26.0,27.0
33363,1,12,2002,18,PB,F,25.0,26.0
33364,1,12,2002,17,OT,F,21.0,18.0
33365,1,12,2002,17,DM,M,37.0,49.0
33366,1,12,2002,17,PB,F,27.0,31.0
33367,1,12,2002,17,DM,F,36.0,47.0
33368,1,12,2002,17,PB,M,47.0,27.0
33369,1,12,2002,17,DM,F,37.0,48.0
33370,1,12,2002,17,DM,M,36.0,42.0
33371,1,12,2002,23,PE,M,20.0,18.0
33372,1,12,2002,22,DM,M,36.0,51.0
33373,1,12,2002,22,PB,M,28.0,39.0
33374,1,12,2002,22,PB,F,27.0,30.0
33375,1,12,2002,21,PB,M,28.0,32.0
33376,1,12,2002,21,PB,F,26.0,30.0
33377,1,12,2002,21,PB,F,26.0,30.0
33379,1,12,2002,21,PB,F,27.0,30.0
33380,1,12,2002,21,PB,F,27.0,28.0
33381,1,12,2002,21,PB,M,27.0,37.0
33382,1,12,2002,21,PB,F,25.0,29.0
33397,2,9,2002,1,RO,M,17.0,8.0
33398,2,9,2002,1,DO,F,35.0,35.0
33399,2,9,2002,1,PB,M,28.0,48.0
33400,2,9,2002,1,DO,M,37.0,60.0
33401,2,9,2002,1,DM,M,37.0,47.0
33402,2,9,2002,1,DO,M,35.0,40.0
33403,2,9,2002,1,OT,M,20.0,26.0
33404,2,9,2002,2,PB,M,27.0,54.0
33405,2,9,2002,2,RM,M,19.0,8.0
33406,2,9,2002,2,DO,F,36.0,49.0
33407,2,9,2002,2,DO,M,35.0,52.0
33408,2,9,2002,2,PB,M,28.0,41.0
33409,2,9,2002,2,PB,M,27.0,49.0
33410,2,9,2002,2,DM,F,35.0,46.0
33411,2,9,2002,2,PE,M,19.0,25.0
33412,2,9,2002,2,PP,M,22.0,17.0
33413,2,9,2002,2,SH,F,30.0,57.0
33414,2,9,2002,2,PB,F,27.0,31.0
33415,2,9,2002,2,NL,M,33.0,120.0
33416,2,9,2002,3,PB,M,26.0,44.0
33417,2,9,2002,3,DM,M,36.0,48.0
33418,2,9,2002,3,PB,F,26.0,26.0
33419,2,9,2002,3,DM,M,37.0,54.0
33420,2,9,2002,3,OT,F,21.0,24.0
33421,2,9,2002,3,PB,F,26.0,28.0
33422,2,9,2002,3,PB,M,30.0,55.0
33423,2,9,2002,3,DM,M,36.0,49.0
33424,2,9,2002,3,DM,F,36.0,47.0
33425,2,9,2002,3,DO,F,34.0,51.0
33426,2,9,2002,3,DM,M,37.0,52.0
33427,2,9,2002,3,PB,M,26.0,41.0
33428,2,9,2002,3,PE,F,21.0,24.0
33429,2,9,2002,3,PF,M,15.0,8.0
33430,2,9,2002,3,PB,F,26.0,32.0
33431,2,9,2002,3,DO,M,36.0,49.0
33432,2,9,2002,3,OT,M,21.0,30.0
33433,2,9,2002,3,PB,F,27.0,32.0
33434,2,9,2002,3,DO,F,36.0,53.0
33435,2,9,2002,3,DM,M,37.0,52.0
33436,2,9,2002,3,PM,M,20.0,19.0
33437,2,9,2002,24,PE,M,21.0,20.0
33438,2,9,2002,12,PE,F,21.0,22.0
33439,2,9,2002,12,DM,F,35.0,46.0
33440,2,9,2002,12,DO,F,36.0,52.0
33441,2,9,2002,12,DO,M,36.0,58.0
33442,2,9,2002,12,DM,M,36.0,44.0
33444,2,9,2002,17,PP,F,22.0,17.0
33445,2,9,2002,17,DM,F,37.0,49.0
33446,2,9,2002,17,PB,M,26.0,47.0
33447,2,9,2002,17,OT,M,21.0,25.0
33448,2,9,2002,17,PB,F,27.0,31.0
33449,2,9,2002,17,DM,M,37.0,50.0
33450,2,9,2002,17,DM,F,35.0,46.0
33451,2,9,2002,17,DM,M,36.0,46.0
33452,2,9,2002,17,NL,F,29.0,154.0
33454,2,9,2002,18,RM,F,16.0,12.0
33455,2,9,2002,18,PB,M,27.0,51.0
33456,2,9,2002,18,PB,F,26.0,29.0
33457,2,9,2002,18,PB,F,26.0,32.0
33459,2,9,2002,18,PB,F,26.0,25.0
33460,2,9,2002,18,PB,F,26.0,28.0
33461,2,9,2002,19,RM,M,17.0,12.0
